sales_id,order_id,product_id,price_per_unit,quantity_x,total_price,customer_id,payment,order_date,delivery_date,product_ID,product_type,product_name,size,colour,price,quantity_y,description,customer_name,gender,age,home_address,zip_code,city,state,country
1321,274,1225,112,1,112,19,50173,2021/4/13,2021/4/27,1225,Trousers,Tracksuit Bottoms,XS,red,91,55,"A red coloured, XS sized, Tracksuit Bottoms Trousers",Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia
1322,274,513,102,3,306,19,50173,2021/4/13,2021/4/27,513,Jacket,Windbreaker,L,blue,109,41,"A blue coloured, L sized, Windbreaker Jacket",Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia
1323,274,581,100,1,100,19,50173,2021/4/13,2021/4/27,581,Jacket,Bomber,S,blue,90,50,"A blue coloured, S sized, Bomber Jacket",Chadwick Cruddas,Agender,41,002 Beau PlazaApt. 308,7053,West Bailey,Victoria,Australia
1324,275,4,96,3,288,329,17666,2021/1/5,2021/1/15,4,Shirt,Oxford Cloth,XL,red,114,47,"A red coloured, XL sized, Oxford Cloth Shirt",Valery Pache,Polygender,53,3203 Jackson TerraceSuite 580,5466,South Claudialand,Western Australia,Australia
1325,275,1217,105,3,315,329,17666,2021/1/5,2021/1/15,1217,Trousers,Pleated,M,indigo,90,48,"A indigo coloured, M sized, Pleated Trousers",Valery Pache,Polygender,53,3203 Jackson TerraceSuite 580,5466,South Claudialand,Western Australia,Australia
1326,275,1190,105,3,315,329,17666,2021/1/5,2021/1/15,1190,Trousers,Pleated,XS,red,90,42,"A red coloured, XS sized, Pleated Trousers",Valery Pache,Polygender,53,3203 Jackson TerraceSuite 580,5466,South Claudialand,Western Australia,Australia
1327,275,420,107,2,214,329,17666,2021/1/5,2021/1/15,420,Jacket,Denim,XS,red,92,60,"A red coloured, XS sized, Denim Jacket",Valery Pache,Polygender,53,3203 Jackson TerraceSuite 580,5466,South Claudialand,Western Australia,Australia
1328,275,867,113,1,113,329,17666,2021/1/5,2021/1/15,867,Trousers,Chinos,M,indigo,100,64,"A indigo coloured, M sized, Chinos Trousers",Valery Pache,Polygender,53,3203 Jackson TerraceSuite 580,5466,South Claudialand,Western Australia,Australia
1329,276,1134,102,3,306,775,48376,2021/6/20,2021/6/24,1134,Trousers,Cargo Pants,XL,yellow,106,52,"A yellow coloured, XL sized, Cargo Pants Trousers",Edee Wildt,Bigender,56,868 Jonathan TrackApt. 142,8274,East Charlesfurt,Northern Territory,Australia
1330,276,951,97,1,97,775,48376,2021/6/20,2021/6/24,951,Trousers,Slim-Fit,S,orange,119,55,"A orange coloured, S sized, Slim-Fit Trousers",Edee Wildt,Bigender,56,868 Jonathan TrackApt. 142,8274,East Charlesfurt,Northern Territory,Australia
1331,276,1178,99,1,99,775,48376,2021/6/20,2021/6/24,1178,Trousers,High-Waisted,L,blue,98,57,"A blue coloured, L sized, High-Waisted Trousers",Edee Wildt,Bigender,56,868 Jonathan TrackApt. 142,8274,East Charlesfurt,Northern Territory,Australia
1332,276,1060,93,3,279,775,48376,2021/6/20,2021/6/24,1060,Trousers,Joggers,XS,yellow,94,62,"A yellow coloured, XS sized, Joggers Trousers",Edee Wildt,Bigender,56,868 Jonathan TrackApt. 142,8274,East Charlesfurt,Northern Territory,Australia
1333,277,690,113,2,226,659,48337,2021/4/5,2021/4/6,690,Jacket,Parka,XS,indigo,119,57,"A indigo coloured, XS sized, Parka Jacket",Ira Dafforne,Non-binary,57,14 O'neill View RdApt. 908,9653,Sophiemouth,Tasmania,Australia
1334,277,944,96,2,192,659,48337,2021/4/5,2021/4/6,944,Trousers,Drawstring,XL,violet,104,80,"A violet coloured, XL sized, Drawstring Trousers",Ira Dafforne,Non-binary,57,14 O'neill View RdApt. 908,9653,Sophiemouth,Tasmania,Australia
1335,277,1180,99,2,198,659,48337,2021/4/5,2021/4/6,1180,Trousers,High-Waisted,XS,indigo,98,47,"A indigo coloured, XS sized, High-Waisted Trousers",Ira Dafforne,Non-binary,57,14 O'neill View RdApt. 908,9653,Sophiemouth,Tasmania,Australia
1336,277,181,98,2,196,659,48337,2021/4/5,2021/4/6,181,Shirt,Camp Collared,S,orange,112,62,"A orange coloured, S sized, Camp Collared Shirt",Ira Dafforne,Non-binary,57,14 O'neill View RdApt. 908,9653,Sophiemouth,Tasmania,Australia
1337,277,740,109,3,327,659,48337,2021/4/5,2021/4/6,740,Jacket,Peacoat,XS,orange,102,78,"A orange coloured, XS sized, Peacoat Jacket",Ira Dafforne,Non-binary,57,14 O'neill View RdApt. 908,9653,Sophiemouth,Tasmania,Australia
1338,277,1037,90,3,270,659,48337,2021/4/5,2021/4/6,1037,Trousers,Relaxed Leg,M,blue,95,72,"A blue coloured, M sized, Relaxed Leg Trousers",Ira Dafforne,Non-binary,57,14 O'neill View RdApt. 908,9653,Sophiemouth,Tasmania,Australia
1339,277,126,92,2,184,659,48337,2021/4/5,2021/4/6,126,Shirt,Denim,S,blue,115,47,"A blue coloured, S sized, Denim Shirt",Ira Dafforne,Non-binary,57,14 O'neill View RdApt. 908,9653,Sophiemouth,Tasmania,Australia
1340,278,1193,105,2,210,510,19930,2021/1/30,2021/2/13,1193,Trousers,Pleated,L,red,90,70,"A red coloured, L sized, Pleated Trousers",Kinny Roget,Non-binary,67,2684 Tillman ParadeApt. 492,7867,Alexandramouth,New South Wales,Australia
1341,278,534,98,2,196,510,19930,2021/1/30,2021/2/13,534,Jacket,Leather,XL,orange,113,64,"A orange coloured, XL sized, Leather Jacket",Kinny Roget,Non-binary,67,2684 Tillman ParadeApt. 492,7867,Alexandramouth,New South Wales,Australia
1342,278,92,118,3,354,510,19930,2021/1/30,2021/2/13,92,Shirt,Flannel,M,blue,96,73,"A blue coloured, M sized, Flannel Shirt",Kinny Roget,Non-binary,67,2684 Tillman ParadeApt. 492,7867,Alexandramouth,New South Wales,Australia
1343,278,248,95,1,95,510,19930,2021/1/30,2021/2/13,248,Shirt,Polo,L,red,117,72,"A red coloured, L sized, Polo Shirt",Kinny Roget,Non-binary,67,2684 Tillman ParadeApt. 492,7867,Alexandramouth,New South Wales,Australia
1344,278,637,93,1,93,510,19930,2021/1/30,2021/2/13,637,Jacket,Coach,M,orange,115,72,"A orange coloured, M sized, Coach Jacket",Kinny Roget,Non-binary,67,2684 Tillman ParadeApt. 492,7867,Alexandramouth,New South Wales,Australia
1345,278,232,106,1,106,510,19930,2021/1/30,2021/2/13,232,Shirt,Chambray,M,blue,105,66,"A blue coloured, M sized, Chambray Shirt",Kinny Roget,Non-binary,67,2684 Tillman ParadeApt. 492,7867,Alexandramouth,New South Wales,Australia
1346,279,560,100,3,300,620,51563,2021/7/25,2021/7/28,560,Jacket,Bomber,XS,red,90,76,"A red coloured, XS sized, Bomber Jacket",Phillipe Gatecliffe,Male,35,150 Nate LoopApt. 614,902,Jettstad,Australian Capital Territory,Australia
1347,279,15,96,2,192,620,51563,2021/7/25,2021/7/28,15,Shirt,Oxford Cloth,XS,green,114,68,"A green coloured, XS sized, Oxford Cloth Shirt",Phillipe Gatecliffe,Male,35,150 Nate LoopApt. 614,902,Jettstad,Australian Capital Territory,Australia
1348,279,997,106,3,318,620,51563,2021/7/25,2021/7/28,997,Trousers,Wool,M,green,111,41,"A green coloured, M sized, Wool Trousers",Phillipe Gatecliffe,Male,35,150 Nate LoopApt. 614,902,Jettstad,Australian Capital Territory,Australia
1349,279,707,119,1,119,620,51563,2021/7/25,2021/7/28,707,Jacket,Trench Coat,M,orange,112,43,"A orange coloured, M sized, Trench Coat Jacket",Phillipe Gatecliffe,Male,35,150 Nate LoopApt. 614,902,Jettstad,Australian Capital Territory,Australia
1350,279,1073,93,1,93,620,51563,2021/7/25,2021/7/28,1073,Trousers,Joggers,L,blue,94,75,"A blue coloured, L sized, Joggers Trousers",Phillipe Gatecliffe,Male,35,150 Nate LoopApt. 614,902,Jettstad,Australian Capital Territory,Australia
1351,279,136,92,1,92,620,51563,2021/7/25,2021/7/28,136,Shirt,Denim,S,violet,115,54,"A violet coloured, S sized, Denim Shirt",Phillipe Gatecliffe,Male,35,150 Nate LoopApt. 614,902,Jettstad,Australian Capital Territory,Australia
1352,279,755,109,3,327,620,51563,2021/7/25,2021/7/28,755,Jacket,Peacoat,XS,blue,102,48,"A blue coloured, XS sized, Peacoat Jacket",Phillipe Gatecliffe,Male,35,150 Nate LoopApt. 614,902,Jettstad,Australian Capital Territory,Australia
1353,280,502,102,1,102,551,20352,2021/1/7,2021/1/8,502,Jacket,Windbreaker,M,yellow,109,52,"A yellow coloured, M sized, Windbreaker Jacket",Theodor Skipton,Bigender,68,48 Mikayla IslandApt. 883,591,Declanton,South Australia,Australia
1354,280,1159,99,3,297,551,20352,2021/1/7,2021/1/8,1159,Trousers,High-Waisted,XL,red,98,80,"A red coloured, XL sized, High-Waisted Trousers",Theodor Skipton,Bigender,68,48 Mikayla IslandApt. 883,591,Declanton,South Australia,Australia
1355,280,459,118,1,118,551,20352,2021/1/7,2021/1/8,459,Jacket,Puffer,XL,red,110,41,"A red coloured, XL sized, Puffer Jacket",Theodor Skipton,Bigender,68,48 Mikayla IslandApt. 883,591,Declanton,South Australia,Australia
1356,281,649,93,1,93,489,19908,2021/7/3,2021/7/15,649,Jacket,Coach,XL,green,115,48,"A green coloured, XL sized, Coach Jacket",Isahella Enrique,Polygender,59,43 Oscar LoopSuite 946,2537,West Phoenix,New South Wales,Australia
1357,281,994,106,3,318,489,19908,2021/7/3,2021/7/15,994,Trousers,Wool,XL,yellow,111,72,"A yellow coloured, XL sized, Wool Trousers",Isahella Enrique,Polygender,59,43 Oscar LoopSuite 946,2537,West Phoenix,New South Wales,Australia
1358,281,486,118,3,354,489,19908,2021/7/3,2021/7/15,486,Jacket,Puffer,S,violet,110,46,"A violet coloured, S sized, Puffer Jacket",Isahella Enrique,Polygender,59,43 Oscar LoopSuite 946,2537,West Phoenix,New South Wales,Australia
1359,281,639,93,1,93,489,19908,2021/7/3,2021/7/15,639,Jacket,Coach,XL,orange,115,46,"A orange coloured, XL sized, Coach Jacket",Isahella Enrique,Polygender,59,43 Oscar LoopSuite 946,2537,West Phoenix,New South Wales,Australia
1360,281,1157,99,3,297,489,19908,2021/7/3,2021/7/15,1157,Trousers,High-Waisted,M,red,98,59,"A red coloured, M sized, High-Waisted Trousers",Isahella Enrique,Polygender,59,43 Oscar LoopSuite 946,2537,West Phoenix,New South Wales,Australia
1361,281,624,112,1,112,489,19908,2021/7/3,2021/7/15,624,Jacket,Cardigan,XL,indigo,118,78,"A indigo coloured, XL sized, Cardigan Jacket",Isahella Enrique,Polygender,59,43 Oscar LoopSuite 946,2537,West Phoenix,New South Wales,Australia
1362,281,321,109,1,109,489,19908,2021/7/3,2021/7/15,321,Shirt,Mandarin Collar,S,orange,108,52,"A orange coloured, S sized, Mandarin Collar Shirt",Isahella Enrique,Polygender,59,43 Oscar LoopSuite 946,2537,West Phoenix,New South Wales,Australia
1363,281,363,94,3,282,489,19908,2021/7/3,2021/7/15,363,Shirt,Henley,L,yellow,92,62,"A yellow coloured, L sized, Henley Shirt",Isahella Enrique,Polygender,59,43 Oscar LoopSuite 946,2537,West Phoenix,New South Wales,Australia
1364,281,51,104,3,312,489,19908,2021/7/3,2021/7/15,51,Shirt,Dress,S,green,119,60,"A green coloured, S sized, Dress Shirt",Isahella Enrique,Polygender,59,43 Oscar LoopSuite 946,2537,West Phoenix,New South Wales,Australia
1365,282,52,104,2,208,423,41504,2021/3/30,2021/4/18,52,Shirt,Dress,M,green,119,65,"A green coloured, M sized, Dress Shirt",Datha Vicary,Agender,32,587 Dooley AvenueSuite 138,1047,New Rileybury,South Australia,Australia
1366,282,537,98,1,98,423,41504,2021/3/30,2021/4/18,537,Jacket,Leather,M,yellow,113,77,"A yellow coloured, M sized, Leather Jacket",Datha Vicary,Agender,32,587 Dooley AvenueSuite 138,1047,New Rileybury,South Australia,Australia
1367,282,481,118,1,118,423,41504,2021/3/30,2021/4/18,481,Jacket,Puffer,S,indigo,110,62,"A indigo coloured, S sized, Puffer Jacket",Datha Vicary,Agender,32,587 Dooley AvenueSuite 138,1047,New Rileybury,South Australia,Australia
1368,282,1207,105,2,210,423,41504,2021/3/30,2021/4/18,1207,Trousers,Pleated,M,green,90,41,"A green coloured, M sized, Pleated Trousers",Datha Vicary,Agender,32,587 Dooley AvenueSuite 138,1047,New Rileybury,South Australia,Australia
1369,282,611,112,1,112,423,41504,2021/3/30,2021/4/18,611,Jacket,Cardigan,S,green,118,62,"A green coloured, S sized, Cardigan Jacket",Datha Vicary,Agender,32,587 Dooley AvenueSuite 138,1047,New Rileybury,South Australia,Australia
1370,282,427,107,2,214,423,41504,2021/3/30,2021/4/18,427,Jacket,Denim,M,orange,92,48,"A orange coloured, M sized, Denim Jacket",Datha Vicary,Agender,32,587 Dooley AvenueSuite 138,1047,New Rileybury,South Australia,Australia
1371,282,74,118,2,236,423,41504,2021/3/30,2021/4/18,74,Shirt,Flannel,XL,red,96,72,"A red coloured, XL sized, Flannel Shirt",Datha Vicary,Agender,32,587 Dooley AvenueSuite 138,1047,New Rileybury,South Australia,Australia
1372,282,1106,115,2,230,423,41504,2021/3/30,2021/4/18,1106,Trousers,Cropped,S,blue,99,62,"A blue coloured, S sized, Cropped Trousers",Datha Vicary,Agender,32,587 Dooley AvenueSuite 138,1047,New Rileybury,South Australia,Australia
1373,283,67,104,1,104,303,14784,2021/9/4,2021/9/15,67,Shirt,Dress,M,violet,119,41,"A violet coloured, M sized, Dress Shirt",De Lourens,Genderqueer,75,334 Olivia MeadowSuite 855,8400,North Paige,New South Wales,Australia
1374,283,1239,112,1,112,303,14784,2021/9/4,2021/9/15,1239,Trousers,Tracksuit Bottoms,XL,yellow,91,59,"A yellow coloured, XL sized, Tracksuit Bottoms Trousers",De Lourens,Genderqueer,75,334 Olivia MeadowSuite 855,8400,North Paige,New South Wales,Australia
1375,283,1213,105,3,315,303,14784,2021/9/4,2021/9/15,1213,Trousers,Pleated,L,blue,90,79,"A blue coloured, L sized, Pleated Trousers",De Lourens,Genderqueer,75,334 Olivia MeadowSuite 855,8400,North Paige,New South Wales,Australia
1376,283,1119,115,3,345,303,14784,2021/9/4,2021/9/15,1119,Trousers,Cropped,XL,violet,99,64,"A violet coloured, XL sized, Cropped Trousers",De Lourens,Genderqueer,75,334 Olivia MeadowSuite 855,8400,North Paige,New South Wales,Australia
1377,283,168,91,2,182,303,14784,2021/9/4,2021/9/15,168,Shirt,Linen,L,indigo,116,75,"A indigo coloured, L sized, Linen Shirt",De Lourens,Genderqueer,75,334 Olivia MeadowSuite 855,8400,North Paige,New South Wales,Australia
1378,283,606,112,1,112,303,14784,2021/9/4,2021/9/15,606,Jacket,Cardigan,S,yellow,118,79,"A yellow coloured, S sized, Cardigan Jacket",De Lourens,Genderqueer,75,334 Olivia MeadowSuite 855,8400,North Paige,New South Wales,Australia
1379,283,1113,115,1,115,303,14784,2021/9/4,2021/9/15,1113,Trousers,Cropped,L,indigo,99,63,"A indigo coloured, L sized, Cropped Trousers",De Lourens,Genderqueer,75,334 Olivia MeadowSuite 855,8400,North Paige,New South Wales,Australia
1380,283,288,105,1,105,303,14784,2021/9/4,2021/9/15,288,Shirt,Cuban Collar,L,orange,93,65,"A orange coloured, L sized, Cuban Collar Shirt",De Lourens,Genderqueer,75,334 Olivia MeadowSuite 855,8400,North Paige,New South Wales,Australia
1381,283,392,119,3,357,303,14784,2021/9/4,2021/9/15,392,Shirt,Casual Slim Fit,M,orange,113,47,"A orange coloured, M sized, Casual Slim Fit Shirt",De Lourens,Genderqueer,75,334 Olivia MeadowSuite 855,8400,North Paige,New South Wales,Australia
1382,284,1057,93,1,93,522,36627,2021/4/29,2021/5/16,1057,Trousers,Joggers,M,orange,94,52,"A orange coloured, M sized, Joggers Trousers",Ailina Kynan,Genderqueer,71,459 Sarah TerraceApt. 121,6890,Handborough,South Australia,Australia
1383,284,1016,90,2,180,522,36627,2021/4/29,2021/5/16,1016,Trousers,Relaxed Leg,S,red,95,70,"A red coloured, S sized, Relaxed Leg Trousers",Ailina Kynan,Genderqueer,71,459 Sarah TerraceApt. 121,6890,Handborough,South Australia,Australia
1384,285,1223,105,2,210,882,41206,2021/9/25,2021/10/20,1223,Trousers,Pleated,L,violet,90,48,"A violet coloured, L sized, Pleated Trousers",Bartel Clemendet,Genderqueer,43,46 Gemma BoulevardSuite 507,4847,Kiehnfurt,South Australia,Australia
1385,285,948,97,2,194,882,41206,2021/9/25,2021/10/20,948,Trousers,Slim-Fit,L,red,119,80,"A red coloured, L sized, Slim-Fit Trousers",Bartel Clemendet,Genderqueer,43,46 Gemma BoulevardSuite 507,4847,Kiehnfurt,South Australia,Australia
1386,286,740,109,1,109,998,18840,2021/1/5,2021/1/8,740,Jacket,Peacoat,XS,orange,102,78,"A orange coloured, XS sized, Peacoat Jacket",Rebecka Fabler,Polygender,32,72 Annabelle PassApt. 446,52,Kohlerberg,Queensland,Australia
1387,286,982,106,3,318,998,18840,2021/1/5,2021/1/8,982,Trousers,Wool,M,red,111,58,"A red coloured, M sized, Wool Trousers",Rebecka Fabler,Polygender,32,72 Annabelle PassApt. 446,52,Kohlerberg,Queensland,Australia
1388,286,719,119,3,357,998,18840,2021/1/5,2021/1/8,719,Jacket,Trench Coat,XL,green,112,53,"A green coloured, XL sized, Trench Coat Jacket",Rebecka Fabler,Polygender,32,72 Annabelle PassApt. 446,52,Kohlerberg,Queensland,Australia
1389,286,802,91,2,182,998,18840,2021/1/5,2021/1/8,802,Jacket,Pullover,M,violet,114,78,"A violet coloured, M sized, Pullover Jacket",Rebecka Fabler,Polygender,32,72 Annabelle PassApt. 446,52,Kohlerberg,Queensland,Australia
1390,286,285,105,3,315,998,18840,2021/1/5,2021/1/8,285,Shirt,Cuban Collar,XS,orange,93,62,"A orange coloured, XS sized, Cuban Collar Shirt",Rebecka Fabler,Polygender,32,72 Annabelle PassApt. 446,52,Kohlerberg,Queensland,Australia
1391,286,741,109,1,109,998,18840,2021/1/5,2021/1/8,741,Jacket,Peacoat,S,orange,102,73,"A orange coloured, S sized, Peacoat Jacket",Rebecka Fabler,Polygender,32,72 Annabelle PassApt. 446,52,Kohlerberg,Queensland,Australia
1392,287,977,97,1,97,799,10368,2021/9/9,2021/10/3,977,Trousers,Slim-Fit,M,violet,119,51,"A violet coloured, M sized, Slim-Fit Trousers",Gibbie Beardall,Polygender,67,401 Langworth CircuitSuite 015,8786,South Levi,New South Wales,Australia
1393,287,607,112,3,336,799,10368,2021/9/9,2021/10/3,607,Jacket,Cardigan,M,yellow,118,64,"A yellow coloured, M sized, Cardigan Jacket",Gibbie Beardall,Polygender,67,401 Langworth CircuitSuite 015,8786,South Levi,New South Wales,Australia
1394,287,755,109,3,327,799,10368,2021/9/9,2021/10/3,755,Jacket,Peacoat,XS,blue,102,48,"A blue coloured, XS sized, Peacoat Jacket",Gibbie Beardall,Polygender,67,401 Langworth CircuitSuite 015,8786,South Levi,New South Wales,Australia
1395,288,84,118,3,354,201,36160,2021/10/13,2021/10/16,84,Shirt,Flannel,XL,yellow,96,72,"A yellow coloured, XL sized, Flannel Shirt",Loni Tort,Polygender,58,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia
1396,288,519,102,3,306,201,36160,2021/10/13,2021/10/16,519,Jacket,Windbreaker,XL,indigo,109,60,"A indigo coloured, XL sized, Windbreaker Jacket",Loni Tort,Polygender,58,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia
1397,288,715,119,1,119,201,36160,2021/10/13,2021/10/16,715,Jacket,Trench Coat,XS,green,112,62,"A green coloured, XS sized, Trench Coat Jacket",Loni Tort,Polygender,58,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia
1398,288,519,102,3,306,201,36160,2021/10/13,2021/10/16,519,Jacket,Windbreaker,XL,indigo,109,60,"A indigo coloured, XL sized, Windbreaker Jacket",Loni Tort,Polygender,58,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia
1399,288,788,91,2,182,201,36160,2021/10/13,2021/10/16,788,Jacket,Pullover,L,green,114,72,"A green coloured, L sized, Pullover Jacket",Loni Tort,Polygender,58,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia
1400,288,888,94,3,282,201,36160,2021/10/13,2021/10/16,888,Trousers,Cords,L,yellow,113,62,"A yellow coloured, L sized, Cords Trousers",Loni Tort,Polygender,58,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia
1401,288,1203,105,1,105,201,36160,2021/10/13,2021/10/16,1203,Trousers,Pleated,L,yellow,90,62,"A yellow coloured, L sized, Pleated Trousers",Loni Tort,Polygender,58,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia
1402,288,847,113,2,226,201,36160,2021/10/13,2021/10/16,847,Trousers,Chinos,M,orange,100,73,"A orange coloured, M sized, Chinos Trousers",Loni Tort,Polygender,58,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia
1403,288,395,119,1,119,201,36160,2021/10/13,2021/10/16,395,Shirt,Casual Slim Fit,XS,yellow,113,63,"A yellow coloured, XS sized, Casual Slim Fit Shirt",Loni Tort,Polygender,58,76 Zac KnollSuite 031,4396,Joelmouth,Australian Capital Territory,Australia
1404,289,828,117,2,234,977,10046,2021/1/26,2021/2/16,828,Jacket,Shearling,L,blue,95,64,"A blue coloured, L sized, Shearling Jacket",Michell Lappine,Polygender,34,9726 Eliza GroveApt. 938,3164,East Sophia,Queensland,Australia
1405,289,422,107,1,107,977,10046,2021/1/26,2021/2/16,422,Jacket,Denim,M,red,92,43,"A red coloured, M sized, Denim Jacket",Michell Lappine,Polygender,34,9726 Eliza GroveApt. 938,3164,East Sophia,Queensland,Australia
1406,289,1141,102,1,102,977,10046,2021/1/26,2021/2/16,1141,Trousers,Cargo Pants,S,blue,106,63,"A blue coloured, S sized, Cargo Pants Trousers",Michell Lappine,Polygender,34,9726 Eliza GroveApt. 938,3164,East Sophia,Queensland,Australia
1407,289,599,112,2,224,977,10046,2021/1/26,2021/2/16,599,Jacket,Cardigan,XL,red,118,54,"A red coloured, XL sized, Cardigan Jacket",Michell Lappine,Polygender,34,9726 Eliza GroveApt. 938,3164,East Sophia,Queensland,Australia
1408,289,481,118,2,236,977,10046,2021/1/26,2021/2/16,481,Jacket,Puffer,S,indigo,110,62,"A indigo coloured, S sized, Puffer Jacket",Michell Lappine,Polygender,34,9726 Eliza GroveApt. 938,3164,East Sophia,Queensland,Australia
1409,289,736,109,2,218,977,10046,2021/1/26,2021/2/16,736,Jacket,Peacoat,S,red,102,67,"A red coloured, S sized, Peacoat Jacket",Michell Lappine,Polygender,34,9726 Eliza GroveApt. 938,3164,East Sophia,Queensland,Australia
1410,289,45,104,3,312,977,10046,2021/1/26,2021/2/16,45,Shirt,Dress,XS,yellow,119,69,"A yellow coloured, XS sized, Dress Shirt",Michell Lappine,Polygender,34,9726 Eliza GroveApt. 938,3164,East Sophia,Queensland,Australia
1411,289,1045,90,1,90,977,10046,2021/1/26,2021/2/16,1045,Trousers,Relaxed Leg,XS,violet,95,49,"A violet coloured, XS sized, Relaxed Leg Trousers",Michell Lappine,Polygender,34,9726 Eliza GroveApt. 938,3164,East Sophia,Queensland,Australia
1412,289,463,118,2,236,977,10046,2021/1/26,2021/2/16,463,Jacket,Puffer,L,orange,110,66,"A orange coloured, L sized, Puffer Jacket",Michell Lappine,Polygender,34,9726 Eliza GroveApt. 938,3164,East Sophia,Queensland,Australia
1413,289,1150,102,2,204,977,10046,2021/1/26,2021/2/16,1150,Trousers,Cargo Pants,XS,violet,106,40,"A violet coloured, XS sized, Cargo Pants Trousers",Michell Lappine,Polygender,34,9726 Eliza GroveApt. 938,3164,East Sophia,Queensland,Australia
1414,290,780,91,1,91,364,48707,2021/8/1,2021/8/16,780,Jacket,Pullover,XS,yellow,114,65,"A yellow coloured, XS sized, Pullover Jacket",Konstantin Kuhlmey,Polygender,28,3463 Joshua SummitApt. 971,2506,Swiftfort,New South Wales,Australia
1415,290,770,91,3,273,364,48707,2021/8/1,2021/8/16,770,Jacket,Pullover,XS,red,114,54,"A red coloured, XS sized, Pullover Jacket",Konstantin Kuhlmey,Polygender,28,3463 Joshua SummitApt. 971,2506,Swiftfort,New South Wales,Australia
1416,290,916,96,2,192,364,48707,2021/8/1,2021/8/16,916,Trousers,Drawstring,S,orange,104,58,"A orange coloured, S sized, Drawstring Trousers",Konstantin Kuhlmey,Polygender,28,3463 Joshua SummitApt. 971,2506,Swiftfort,New South Wales,Australia
1417,290,843,113,3,339,364,48707,2021/8/1,2021/8/16,843,Trousers,Chinos,L,red,100,44,"A red coloured, L sized, Chinos Trousers",Konstantin Kuhlmey,Polygender,28,3463 Joshua SummitApt. 971,2506,Swiftfort,New South Wales,Australia
1418,290,143,91,1,91,364,48707,2021/8/1,2021/8/16,143,Shirt,Linen,L,red,116,80,"A red coloured, L sized, Linen Shirt",Konstantin Kuhlmey,Polygender,28,3463 Joshua SummitApt. 971,2506,Swiftfort,New South Wales,Australia
1419,291,443,107,3,321,112,50830,2021/1/12,2021/2/5,443,Jacket,Denim,L,blue,92,42,"A blue coloured, L sized, Denim Jacket",Hadlee Douthwaite,Female,42,19 Lola View RdApt. 937,9698,West Hamish,South Australia,Australia
1420,291,810,117,3,351,112,50830,2021/1/12,2021/2/5,810,Jacket,Shearling,XS,orange,95,54,"A orange coloured, XS sized, Shearling Jacket",Hadlee Douthwaite,Female,42,19 Lola View RdApt. 937,9698,West Hamish,South Australia,Australia
1421,291,800,91,3,273,112,50830,2021/1/12,2021/2/5,800,Jacket,Pullover,XS,violet,114,61,"A violet coloured, XS sized, Pullover Jacket",Hadlee Douthwaite,Female,42,19 Lola View RdApt. 937,9698,West Hamish,South Australia,Australia
1422,291,287,105,2,210,112,50830,2021/1/12,2021/2/5,287,Shirt,Cuban Collar,M,orange,93,49,"A orange coloured, M sized, Cuban Collar Shirt",Hadlee Douthwaite,Female,42,19 Lola View RdApt. 937,9698,West Hamish,South Australia,Australia
1423,291,222,106,1,106,112,50830,2021/1/12,2021/2/5,222,Shirt,Chambray,M,yellow,105,62,"A yellow coloured, M sized, Chambray Shirt",Hadlee Douthwaite,Female,42,19 Lola View RdApt. 937,9698,West Hamish,South Australia,Australia
1424,291,806,117,1,117,112,50830,2021/1/12,2021/2/5,806,Jacket,Shearling,S,red,95,75,"A red coloured, S sized, Shearling Jacket",Hadlee Douthwaite,Female,42,19 Lola View RdApt. 937,9698,West Hamish,South Australia,Australia
1425,292,946,97,3,291,337,36699,2021/3/26,2021/4/4,946,Trousers,Slim-Fit,S,red,119,71,"A red coloured, S sized, Slim-Fit Trousers",Milton Otson,Non-binary,78,88 Olson GroveApt. 120,2631,Cooperbury,Western Australia,Australia
1426,292,692,113,3,339,337,36699,2021/3/26,2021/4/4,692,Jacket,Parka,M,indigo,119,66,"A indigo coloured, M sized, Parka Jacket",Milton Otson,Non-binary,78,88 Olson GroveApt. 120,2631,Cooperbury,Western Australia,Australia
1427,292,1246,112,1,112,337,36699,2021/3/26,2021/4/4,1246,Trousers,Tracksuit Bottoms,S,blue,91,48,"A blue coloured, S sized, Tracksuit Bottoms Trousers",Milton Otson,Non-binary,78,88 Olson GroveApt. 120,2631,Cooperbury,Western Australia,Australia
1428,292,925,96,2,192,337,36699,2021/3/26,2021/4/4,925,Trousers,Drawstring,XS,green,104,57,"A green coloured, XS sized, Drawstring Trousers",Milton Otson,Non-binary,78,88 Olson GroveApt. 120,2631,Cooperbury,Western Australia,Australia
